n_depots,n_customers,n_charging,n_vehicles,depot_pattern,customer_pattern,charging_pattern,shrinkage_depots,shrinkage_charging,T,seed,B,μ,travel_cost_coeff,charge_cost_coeff,load_scale,load_shape,load_tolerance,batch,permissiveness,use_load,use_time_windows,formulation,method,subpath_single_service,subpath_check_customers,path_single_service,path_check_customers,check_customers_accelerated,christofides,ngroute,ngroute_alt,ngroute_neighborhood_charging_depots_size,LP_objective,IP_objective,LP_IP_gap,counter,converged,time_taken,time_limit_reached,sp_base_time_taken_total,sp_full_time_taken_total,lp_relaxation_time_taken_total,sp_base_time_taken_mean,sp_full_time_taken_mean,lp_relaxation_time_taken_mean,lp_mean_subpath_length,lp_weighted_mean_subpath_length,lp_mean_subpath_ncust,lp_weighted_mean_subpath_ncust,lp_mean_path_length,lp_weighted_mean_path_length,lp_mean_path_ncust,lp_weighted_mean_path_ncust,lp_mean_ps_length,lp_weighted_mean_ps_length,lp_utilization,lp_driving_time_proportion,lp_charging_time_proportion,ip_mean_subpath_length,ip_weighted_mean_subpath_length,ip_mean_subpath_ncust,ip_weighted_mean_subpath_ncust,ip_mean_path_length,ip_weighted_mean_path_length,ip_mean_path_ncust,ip_weighted_mean_path_ncust,ip_mean_ps_length,ip_weighted_mean_ps_length,ip_utilization,ip_driving_time_proportion,ip_charging_time_proportion
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,1,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,true,false,small,724747.5,788369.0,0.0807001543693372,15,true,2.379,false,0.43100000000000016,1.5790000000000002,0.21500000000000002,0.028733333333333343,0.10526666666666668,0.014333333333333335,3.6875,3.6666666666666665,2.6875,2.6666666666666665,8.428571428571429,8.461538461538462,6.142857142857143,6.153846153846154,2.2857142857142856,2.3076923076923075,0.7289976923076923,0.6699980769230769,0.058999615384615386,3.2222222222222223,3.2222222222222223,2.2222222222222223,2.2222222222222223,5.8,5.8,4.0,4.0,1.8,1.8,0.528539,0.49828,0.030259
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,true,false,small,770925.0,911321.0,0.15405768110248752,17,true,7.779,false,1.695,5.314000000000001,0.4820000000000002,0.09970588235294119,0.3125882352941177,0.0283529411764706,3.757575757575758,3.393162393162393,2.757575757575758,2.3931623931623935,12.4,10.72972972972973,9.1,7.567567567567569,3.3,3.1621621621621623,0.9351040540540543,0.8417533783783784,0.09335067567567569,2.8181818181818183,2.8181818181818183,1.8181818181818181,1.8181818181818181,6.2,6.2,4.0,4.0,2.2,2.2,0.605467,0.565675,0.039792
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,20,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,true,true,false,false,true,true,false,false,none,657436.0,663871.0,0.009693148217048142,27,true,18.811,false,17.269000000000002,0.9790000000000001,0.3520000000000001,0.6395925925925927,0.03625925925925926,0.01303703703703704,3.7777777777777777,3.857142857142857,2.7777777777777777,2.857142857142857,6.8,6.75,5.0,5.0,1.8,1.75,0.55232,0.521978125,0.030341875,3.857142857142857,3.857142857142857,2.857142857142857,2.857142857142857,6.75,6.75,5.0,5.0,1.75,1.75,0.55714625,0.526,0.03114625
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,true,true,false,false,false,true,false,false,none,769871.0714285715,896911.0,0.14164162171210803,13,true,99.656,false,91.2,8.004999999999999,0.3640000000000001,7.015384615384615,0.6157692307692307,0.028000000000000008,3.870967741935484,3.3931623931623927,2.870967741935484,2.3931623931623935,13.333333333333334,10.729729729729728,9.88888888888889,7.567567567567569,3.4444444444444446,3.1621621621621623,0.933907702702703,0.8407564189189188,0.09315128378378379,3.0,3.0,2.0,2.0,6.0,6.0,4.0,4.0,2.0,2.0,0.596821,0.55847,0.038351
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,false,false,false,false,false,true,false,false,none,651182.0,673852.0,0.03364240218920478,14,true,0.95,false,0.184,0.5940000000000001,0.10200000000000004,0.013142857142857142,0.042428571428571434,0.007285714285714289,3.1538461538461537,3.3529411764705883,2.1538461538461537,2.3529411764705883,6.833333333333333,6.333333333333333,4.666666666666667,4.444444444444445,2.1666666666666665,1.8888888888888888,0.47596666666666665,0.4402277777777778,0.03573888888888889,3.2222222222222223,3.2222222222222223,2.2222222222222223,2.2222222222222223,5.8,5.8,4.0,4.0,1.8,1.8,0.447972,0.41879,0.029182
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,true,true,false,false,false,true,false,false,none,651182.0,661252.0,0.01522868739905514,16,true,78.599,false,75.73499999999999,2.4220000000000006,0.32200000000000006,4.733437499999999,0.15137500000000004,0.020125000000000004,3.1538461538461537,3.3529411764705883,2.1538461538461537,2.3529411764705883,6.833333333333333,6.333333333333333,4.666666666666667,4.444444444444445,2.1666666666666665,1.8888888888888888,0.47596666666666665,0.4402277777777778,0.03573888888888889,3.2222222222222223,3.2222222222222223,2.2222222222222223,2.2222222222222223,5.8,5.8,4.0,4.0,1.8,1.8,0.440412,0.41249,0.027922
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,false,false,false,false,false,true,false,false,none,662010.3333333333,706016.0,0.06232956004774215,9,true,1.041,false,0.11399999999999999,0.7370000000000002,0.08100000000000002,0.012666666666666666,0.08188888888888891,0.009000000000000001,3.6296296296296298,3.5531914893617023,2.6296296296296298,2.553191489361702,8.909090909090908,7.590909090909091,6.454545454545454,5.454545454545454,2.4545454545454546,2.1363636363636362,0.5967586363636364,0.5547090909090909,0.04204954545454546,3.5,3.5,2.5,2.5,5.6,5.6,4.0,4.0,1.6,1.6,0.477984,0.45496,0.023024
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,true,true,false,false,false,true,false,false,none,651998.8918918918,670856.0,0.028109025048755898,12,true,30.468,false,27.003,3.114,0.24000000000000002,2.25025,0.2595,0.02,3.763157894736842,3.681159420289854,2.763157894736842,2.681159420289854,10.214285714285714,8.396694214876032,7.5,6.115702479338841,2.7142857142857144,2.28099173553719,0.6526362396694214,0.6006568181818182,0.051979421487603296,3.5,3.5,2.5,2.5,7.0,7.0,5.0,5.0,2.0,2.0,0.55611,0.5186,0.03751
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,false,false,false,false,false,true,false,false,none,774965.3333333333,795053.0,0.025265820853033416,12,true,0.905,false,0.09,0.6890000000000002,0.07400000000000001,0.0075,0.05741666666666668,0.0061666666666666675,3.36,3.3999999999999995,2.36,2.4,9.333333333333334,8.5,6.555555555555555,6.0,2.7777777777777777,2.5,0.756464,0.6918399999999999,0.064624,3.2222222222222223,3.2222222222222223,2.2222222222222223,2.2222222222222223,5.8,5.8,4.0,4.0,1.8,1.8,0.535223,0.506635,0.028588
4,20,7,8,circular,random_box,circular_packing,1.0,1.0,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,path,ours,true,true,false,false,false,true,false,false,none,771600.0512820513,806888.0,0.04373339139750343,13,true,5.979,false,4.563,1.2559999999999998,0.09600000000000003,0.351,0.0966153846153846,0.007384615384615387,3.1818181818181817,3.2264509990485255,2.1818181818181817,2.226450999048525,9.545454545454545,8.563131313131313,6.545454545454546,5.909090909090908,3.0,2.6540404040404035,0.7429413383838384,0.6806001893939393,0.06234114898989898,3.0,3.0,2.0,2.0,6.0,6.0,4.0,4.0,2.0,2.0,0.543128,0.51406,0.029068
